,QueryName,ReleaseDate,RequiredAge,DLCCount,Metacritic,RecommendationCount,SteamSpyOwners,SteamSpyPlayersEstimate,AchievementCount,ControllerSupport,IsFree,SubscriptionAvail,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal,Reviews
1550,Torchlight II,Sep 20 2012,0,0,88,23667,3352402,3051095,119,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,19.99,19.99,Torchlight II is a sprawling ambitious game that does one thing very very well. It gives you a world youll want to explore filled with enemies youll love to destroy. - Kotaku Torchlight is a vibrant fun steampunky world and exploring it is an absolutely addictive pleasure. 4.5/5 - Joystiq Not to be missed by anyone who considers themselves a fan of the proud tradition of action RPGs 5/5 - Gamespy With most games of this caliber retail at $60 it might sound ludicrous that Torchlight 2 only costs $20 - because it is. 9/10 - Machinima Grab the game grab some friends and get to clicking. 9/10 - Destructoid
1551,Cave Story+,Nov 22 2011,0,0,83,4006,745915,466309,75,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99,All in all Cave Story is an incredible game that Im sure I will be playing again and again for the rest of my life. It succeeds at telling a great story providing fantastic run-and-gun gameplay and a huge world to explore and it does so with a style and technique all its own.95/100 - http://www.destructoid.com/review-cave-story-wiiware--169033.phtmlIts a must-play masterpiece for anyone who like classic action games -- or any kind of action game really. The only real question is which will amaze you more: That this is the work of a single man or that they actually do make em like this anymore.100/100 - http://www.1up.com/reviews/cave-story-wii-reviewIf this game had been released on the NES 20 years ago it would be recalled by a generation of players as a high point of the 8-bit era.90/100 - Eurogamer
1552,Before the Echo,Oct 20 2011,0,0,70,1107,178632,127338,21,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,4.99,4.99,... [Before the Echo] is one of only four or five games Ive ever played that lives up to its potential so absolutely and with so little room for improvement.100% - http://www.bit-tech.net/gaming/pc/2011/11/07/sequence-review/1
1553,Sonic CD,Jan 19 2012,0,0,0,1225,297900,128952,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
1554,Geneforge 1,Dec 1 2001,0,0,0,193,95593,35511,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,19.99,19.99, 
1555,Geneforge 2,Jul 1 2003,0,0,0,0,95593,6995,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,19.99,19.99, 
1556,Geneforge 3,Apr 1 2005,0,0,0,0,95593,4484,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,19.99,19.99, 
1557,Geneforge 4,Nov 1 2006,0,0,0,0,95593,4125,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,19.99,19.99, 
1558,Geneforge 5,Nov 1 2008,0,0,0,0,95593,13631,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,USD,19.99,19.99, 
1559,Galcon Legends,Jan 13 2014,0,0,0,129,105278,28696,18,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
1560,Revelations 2012,Apr 23 2012,0,0,0,251,15962,6636,47,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,2.49,2.49,Revelations 2012 is a fantastic and enriching experience that immerses you into the chaos of the Mayan Revelations! – Valid Gaming
1563,Total War: SHOGUN 2,Mar 15 2011,0,8,0,15442,0,0,106,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,24.99,24.99,...the best gameplay and design of any entry in the franchise.9.5/10 - Game Informer Editors Choice Gold Award Consistently thrilling92% - PC GAMER Editors Choice ...one Hell of a homecoming.- IGN
1564,Total War: SHOGUN 2 - Fall of the Samurai,Mar 22 2012,0,5,86,158,0,0,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,29.99,29.99, 
1565,Sins of a Solar Empire: Trinity,Nov 16 2011,0,0,87,415,193339,158366,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99,Sins of a Solar Empire bucks the current RTS trends of break-neck speed and small-scale battles and allows strategy gamers to think big and control an entire war in real time91 - PC Gamer A must for any strategy gamers collection.92 - Game Chronicles Combining elements from different genres is a risky proposition but Ironclad has managed to create a truly unique hybrid with Sins of a Solar Empire.96 - Cheat Code Central
1566,Toki Tori 2+,Jul 11 2013,0,0,0,647,313144,119088,38,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,14.99,1.49, 
1567,Serious Sam: The Random Encounter,Oct 24 2011,0,0,64,500,491059,119447,0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,4.99,4.99, 
1568,Airline Tycoon 2,Oct 24 2011,0,2,57,351,113887,71022,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99, 
1569,Flatout 3,Dec 13 2011,0,0,0,1528,181681,92186,46,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,29.99,29.99, 
1570,Really Big Sky,Feb 24 2012,0,0,0,1866,608712,323188,20,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99,Such an unpredictable game begs to be played again and againKotaku
1571,DiRT Showdown,May 23 2012,0,0,72,2680,764567,428825,49,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,USD,14.99,14.99,Makes for some great summer parties online8.5/10 - GametrailersBrilliant racing disciplines accessible handling gorgeous presentation and tremendous variety8/10 -  Eurogamer
1572,Orcs Must Die! 2,Nov 22 2012,0,4,83,11166,2295854,1731441,27,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,24.99,24.99,IGN: 9/10 - Editors Choice - A qualified triumph for veterans of the first game and newcomers alike.Gamespy: 4.5/5 - Editors Choice - Just as a good sequel should be Orcs Must Die! 2 is everything I love about the original and more: great art and personality clever puzzles and green meat-grinding traps and now with the added bonus of easy-to-use Steam-powered co-op.Destructoid: 9.0 - A year ago I couldnt imagine another game mixing tower defense and third-person action as well as Orcs Must Die! Clearly I was wrong.
1573,Wolfenstein: The New Order,May 19 2014,16,0,81,17822,1352475,1146223,50,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99, 
1574,Jurassic Park: The Game,Nov 15 2011,0,0,54,1087,204638,81066,51,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99, 
1575,Assassin's Creed Revelations,Nov 29 2011,17,3,80,4225,810839,529799,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99, 
1576,Choplifter HD,Jan 11 2012,0,5,65,157,43761,21163,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
1577,Impire,Feb 14 2013,0,2,45,313,124469,76582,48,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99, 
1579,Galactic Civilizations II: Ultimate Edition,Dec 2 2011,0,0,92,827,604767,303818,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,9.99, 
1580,Leviathan: Warships,Apr 30 2013,0,1,0,350,269204,118729,20,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
1581,Ridge Racer™ Unbounded,Mar 29 2012,0,4,72,692,177377,108506,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,9.99,9.99,This is Ridge Racer unbounded from the shackles of its heritage rebuilt from the ground up into one of the most subversive sublime street-racing games ever made.9/10 - EdgeA brighter sleeker and more explosion filled Ridge Racer8/10 - http://www.gamespot.com/ridge-racer-unbounded/reviews/ridge-racer-unbounded-review-6368781/An extremely solid racer8/10 -  Godisageek.com
1582,Scarygirl,Apr 9 2012,0,0,0,0,11299,5380,12,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
1583,Scoregasm,Feb 8 2012,0,1,0,108,47169,23315,19,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
1584,SONIC THE HEDGEHOG 4 Episode I,Jan 19 2012,0,0,0,911,246247,113170,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
1585,Nancy Drew Alibi in Ashes,Nov 2 2011,0,0,0,0,7891,6457,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
1586,Hegemony Gold: Wars of Ancient Greece,Mar 30 2012,0,0,0,0,14707,10761,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99, 
1587,Demigod,Dec 14 2011,0,0,76,566,208763,138817,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,USD,9.99,9.99, 
1588,Dynamite Jack,May 10 2012,0,0,0,370,163208,61517,13,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
1589,Alan Wake's American Nightmare,May 22 2012,0,0,73,3236,1191957,382373,12,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
1590,Real Warfare 2: Northern Crusades,Nov 18 2011,0,0,0,0,45555,12196,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,6.99,6.99, 
1591,Call of Duty: Black Ops II,Nov 12 2012,17,36,74,23400,2960344,2448481,35,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,59.99,59.99, 
1592,Call of Duty: Black Ops II - Multiplayer,Nov 12 2012,17,36,74,23400,2960344,2585862,35,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,59.99,59.99, 
1593,Hitman: Absolution,Nov 19 2012,17,11,79,18213,3058269,2340153,47,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99,After several years of increasingly totalitarian games where youre very much following a pre-determined path its nice to have a game that doesnt just encourage improvisation; it requires it.9/10 - IGNHitman: Absolution is a triumph top to bottom. Fans of the series can look forward to the best entry yet without question.5/5 - G4TVOffers refinement of a beloved series in many ways boasting more visual pizzazz than most anything releasing this year and a well-paced story which features a good share of weirdness without attempting a scope beyond its means.8.5/10 - Destructoid
1594,Tomb Raider,Mar 4 2013,17,26,86,55844,4453968,3663933,50,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99,9.1/10 Tomb Raider is well-written sympathetic exciting beautiful and just incredibly well-made. -IGN9.3/10 Crystal Dynamics has nailed a pitch-perfect new vision for one of gamings most recognizable characters... - Game Informer8.5/10 Tomb Raider is an exhilarating action adventure that serves as a terrific origin story for the iconic Lara Croft. - GameSpot5/5 The Tomb Raider youve wanted for years - The EscapistA The graphics are dazzling. - Entertainment Weekly9/10 A master class in AAA game development. - CraveOnline
1595,Titan Attacks,Feb 3 2012,0,0,0,790,139355,84832,47,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
1597,King's Bounty: Warriors of the North,Oct 25 2012,0,1,74,574,196926,120523,64,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,USD,12.99,3.24, 
